symbol,ts,status,equity,pos_qty,fills,m_reason,enter_long,m_trend_ok,m_breakout,m_vol_ok,m_pullback,m_rsi,m_atr,m_ema_fast,m_ema_slow
ETH/USD,2026-03-02T14:18:02.273527+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273589+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273651+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273714+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273775+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273835+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273896+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.273959+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.274020+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.274081+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.274142+00:00,insufficient_data,10000.0,0.0,0,,,,,,,,,,
ETH/USD,2026-03-02T14:18:02.274204+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.277891+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.279924+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.281858+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.283791+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.285703+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.288170+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.290366+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.292597+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.294579+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.296990+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.299497+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.301646+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.303571+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.305445+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.307727+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.309936+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.311900+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.313820+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.315841+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.317764+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.319663+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.321558+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.323439+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.325298+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.327148+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.329860+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.331899+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.333841+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.335742+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.337874+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.340091+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.342065+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.343981+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.346303+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.348358+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.350289+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.352165+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.354025+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.355886+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.357753+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.359604+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.361496+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.363381+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.365241+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.367752+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.369783+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.371695+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.373578+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.375447+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.377797+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.379779+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.381731+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.383948+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.385925+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.387883+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.389773+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.391662+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.393561+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.395445+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.397318+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.399186+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.401075+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.402962+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.404923+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.406855+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.409031+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.411209+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.413286+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.415201+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.417276+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.419278+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.421184+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.423081+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.424989+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.426879+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.428740+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.430593+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.432464+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.434335+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.436219+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.438084+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.439947+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.442053+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.443920+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.445770+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.447615+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.449454+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.451558+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.453639+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.455618+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.457498+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.459359+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.461361+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.463261+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.465137+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.467018+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.468893+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.470783+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.472662+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.474543+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.476412+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.478269+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.480137+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.482007+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.483896+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.485750+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.487605+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.489458+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.491351+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.493238+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.495600+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.497672+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.499627+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.501551+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.503463+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.505811+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.507815+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.509780+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.511672+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.513565+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.515476+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.517368+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.519298+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.521188+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.523058+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.525273+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.527216+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.529100+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.530967+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.532833+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.535067+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.537173+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.539039+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.540895+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.542750+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.544781+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.546788+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.548718+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.550616+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.552535+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.554415+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.556285+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.558150+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.560038+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.561915+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.563783+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.565738+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.567634+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.569485+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.571344+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.573192+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.575064+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.577454+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.579445+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.581345+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.583234+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.585227+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.587649+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.590169+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.592195+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.594165+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.596532+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.598821+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.600773+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.602695+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.604602+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.606875+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.608822+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.610716+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.612604+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.614478+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.616918+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.619030+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.621006+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.622924+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.624834+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.627281+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.629710+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.632046+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.634267+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.636188+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.638064+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.639930+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.641800+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.643683+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.645564+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.647446+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.649330+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.651205+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
ETH/USD,2026-03-02T14:18:02.653108+00:00,no_signal,10000.0,0.0,0,-1.0,False,,,,,,,,
